"number","short_description","description","urgency","impact","category","assignment_group","resolution"
"INC00154","Sales Agent unable to access merchant equipment options","The Sales UI is not loading properly for a new Sales Agent attempting to onboard a merchant, causing delays in merchant data input.",2,2,"Hardware","IT Support","The configuration settings for fees and services were manually verified in the backend system. A script was run to reapply the correct configurations for the new location, ensuring alignment with the merchant agreement."
"INC00453","Merchant unable to e-sign agreement","Sales Agent encountered an error while configuring POS terminals for a merchant, leading to incorrect settings. Merchant transactions are impacted.",2,3,"Hardware","IT Support","Resolved by clearing browser cache and cookies, ensuring proper functionality of the login button."
"INC00102","Equipment Configuration Freeze on Legacy Browser","Sales Agent experienced frequent network timeouts when selecting equipment for a merchant, causing delays in the onboarding process.",2,1,"Hardware","IT Support","Conducted network diagnostics, discovered a bottleneck in the network infrastructure. Implemented QoS settings to prioritize data submission traffic and alleviate timeouts."
"INC00116","Merchant ID not recognized for additional location","Sales Agent raised a concern that the merchant data being displayed in the Sales UI is showing incorrect information not matching the actual details provided.",2,1,"Hardware","IT Support","Developers identified a bug in the linking functionality and released a hotfix. Sales Agent successfully added the new location to the existing merchant ID."
"INC00093","Access denied error when trying to submit merchant data","During equipment selection for a new merchant, Sales Agents are experiencing an issue where the dropdown menu for selecting equipment models is not loading, causing delays in onboarding.",3,2,"Network","IT Support","Identified and fixed the software bug causing incorrect fee calculations. Issued refunds to affected merchants and verified correct fee application."
"INC00103","Fee configuration tool malfunction in Sales UI","Sales Agents noticed that the service fees configured for a merchant were not displaying accurately on the summary page, potentially causing confusion during the final review with the merchant.",3,2,"Access","IT Support","Reset the merchant's login credentials and provided temporary access to review and e-sign the agreement. Investigated the root cause for further prevention."
"INC00104","API endpoint returning 500 error for merchant data upload","The Merchant reported a touchscreen malfunction on their device, making it impossible for them to e-sign the agreement in the Customer UI, hindering the onboarding progress.",2,3,"Software","Network Ops","Performed a system cache refresh to reload the merchant data and ensured proper data mapping to display information accurately in the Sales UI."
"INC00243","Network timeout errors during merchant data submission","Merchants are unable to view the PDF Merchant Agreement after logging in to the Customer UI.",2,2,"Access","IT Support","Developers identified a bug in the linking functionality and released a hotfix. Sales Agent successfully added the new location to the existing merchant ID."
"INC00297","Intermittent network connectivity affecting agreement review","After a merchant e-signs the agreement, their data is not transitioning to the PROCESSING stage as expected. This is causing delays in the onboarding process and preventing further actions.",3,2,"Hardware","IT Support","Discovered a backend database synchronization issue causing the data loss and restored the fee configuration for the affected merchant."
"INC00163","Sales UI not loading for Sales Agent","Sales Agent encountered an issue where they were unable to select any equipment options while onboarding a new merchant.",2,3,"Software","IT Support","Access permissions for the Sales Agent role were reviewed and corrected to ensure proper access to the fee configuration page, enabling seamless configuration of fees for merchant accounts."
"INC00302","Fees/services configuration missing for new location","Sales Agent received a duplicate merchant ID error message when attempting to add a new location for an existing merchant ID. This prevented the agent from successfully completing the onboarding process.",2,1,"Hardware","IT Support","Conducted network diagnostics, discovered a bottleneck in the network infrastructure. Implemented QoS settings to prioritize data submission traffic and alleviate timeouts."
"INC00382","Payment terminal integration failure during merchant setup","Sales Agent encountered an issue where merchant data input was not saving correctly in the Sales UI, leading to incomplete merchant profiles and delays in onboarding.",2,1,"Software","Network Ops","The issue was identified as a compatibility issue with the specific POS model and was resolved by updating the system to support the new equipment."
"INC00275","Access permission error for e-signing Merchant Agreement","During equipment selection for a new merchant, Sales Agents are experiencing an issue where the dropdown menu for selecting equipment models is not loading, causing delays in onboarding.",2,2,"Software","Network Ops","IT support granted the necessary access permissions to the affected sales agents, allowing them to successfully configure fees and services for the merchants without encountering any further permission errors."
"INC00322","Access permission error preventing merchant fee configuration","Sales Agent noticed that any changes made to fees/services configurations for a merchant are not saving properly in the system.",3,2,"Software","IT Support","Reset authentication tokens for affected merchants. Conducted a thorough review of the authentication system to ensure proper functionality and prevent future login issues."
"INC00167","Fee Configuration Permission Denial for New Sales Agent","A critical failure in configuring service fees by a Sales Agent has caused all merchant accounts to reflect incorrect service charges. Financial discrepancies detected.",2,3,"Access","IT Support","Identified a bug in the equipment selection module code and applied a patch to resolve the unresponsiveness issue."
"INC00065","Sales Agent unable to access merchant equipment options","During the onboarding process for a new merchant location, Sales Agent selected equipment options but encountered a system issue where the selections were not being saved despite multiple attempts.",2,1,"Software","IT Support","Resolved by clearing the browser cache and reloading the Customer UI. PDF now loads successfully."
"INC00195","Sales Agent unable to access fee configuration page","Sales Agent using a legacy browser experienced a freeze while configuring equipment, leading to incomplete data entry; Sales Agent affected.",2,2,"Network","IT Support","Guided the Merchant to the correct location of the e-signature field within the PDF, resolving the issue."
"INC00131","Incorrect fees calculation for bundled services","Multiple Sales Agents experienced intermittent network connection problems while configuring services for merchants, leading to incomplete configurations and frustration.",1,2,"Hardware","IT Support","The issue was identified as a server-side bug causing the error. Developers fixed the bug and deployed a patch to resolve the 500 error."
"INC00415","Network timeout errors during merchant data submission","An issue arose where certain hardware configurations selected by Sales Agents were not compatible with the fee calculation module, resulting in incorrect fee estimations and potential financial discrepancies.",2,1,"Software","IT Support","The issue was identified as a data synchronization error and was resolved by refreshing the equipment database to populate the missing dropdown options for selection."
"INC00490","Sales Agent unable to access onboarding portal for merchant ID","Sales Agent faced network connectivity issues while trying to add a new location for an existing merchant ID. The system repeatedly timed out during the location addition process, causing frustration and delays.",3,2,"Network","IT Support","A backend synchronization issue was identified and resolved by initiating a manual sync process. Sales Agent confirmed that the fees and services configurations were now accurately displayed."
"INC00224","Equipment selection dropdown not populating","Sales Agent noticed that any changes made to fees/services configurations for a merchant are not saving properly in the system.",3,2,"Software","Network Ops","IT support granted the necessary access permissions to the affected sales agents, allowing them to successfully configure fees and services for the merchants without encountering any further permission errors."
"INC00261","Hardware failure on Sales Agent's device","Sales Agent raised a concern that the merchant data being displayed in the Sales UI is showing incorrect information not matching the actual details provided.",2,1,"Software","IT Support","The database was checked for any existing duplicate merchant IDs. The system was updated to include a validation check to prevent the reoccurrence of duplicate IDs during onboarding."
"INC00286","Fee Calculation Bug","Sales Agents noticed that the service fees configured for a merchant were not displaying accurately on the summary page, potentially causing confusion during the final review with the merchant.",2,2,"Network","IT Support","Performed a system cache refresh to reload the merchant data and ensured proper data mapping to display information accurately in the Sales UI."
"INC00461","Merchant data not transitioning to PROCESSING stage after e-signing","The Sales UI is not loading properly for a new Sales Agent attempting to onboard a merchant, causing delays in merchant data input.",2,2,"Network","IT Support","The issue was resolved by updating the system database to include the 'ABC-2000' POS terminal model as an available option for selection."
"INC00203","Fees Calculation Mismatch for Specific Equipment Bundle","After a merchant e-signs the agreement, their data is not transitioning to the PROCESSING stage as expected. This is causing delays in the onboarding process and preventing further actions.",2,1,"Software","IT Support","Performed troubleshooting on the scanner, identified a hardware fault, and replaced the malfunctioning component. Subsequently, the Sales Agent was able to scan and upload the required documents without further impediments."
"INC00484","Error saving merchant data in Sales UI","Merchant unable to locate the e-signature field within the Merchant Agreement PDF for completing the onboarding process.",2,1,"Software","IT Support","Network Ops team investigated and found a faulty network switch. Replaced the switch, stabilized the connection, and recovered lost data."
"INC00365","Merchant data displaying incorrectly","After a merchant e-signs the agreement, their data is not transitioning to the PROCESSING stage as expected. This is causing delays in the onboarding process and preventing further actions.",2,1,"Software","IT Support","Traced the issue to a synchronization problem between the Sales UI and the agreement generation module. Conducted a data sync and patch to ensure that configured fees and services now correctly appear in the final agreement."
"INC00343","Sales Agent unable to access fee configuration page","Intermittent occurrences of 500 internal server errors reported when making API calls for merchant onboarding, disrupting the data submission flow.",2,1,"Software","IT Support","Frontend team identified a caching issue causing the equipment dropdown not to load. Cache was cleared, and Sales Agent can now select equipment for the new location."
"INC00478","Fees/services configuration missing for new location","Sales Agent faced network connectivity issues while trying to add a new location for an existing merchant ID. The system repeatedly timed out during the location addition process, causing frustration and delays.",1,3,"Software","IT Support","The issue was rectified by rolling back the incorrect fees, conducting a thorough audit of all recent fee changes, and ensuring the accurate fees were applied."
"INC00338","Error message 'Location already exists' when adding new location","Sales Agent encountered an issue where a specific POS terminal model, 'ABC-2000', could not be selected while configuring equipment for a merchant.",1,3,"Hardware","IT Support","Identified the network issue as a temporary outage due to a hardware failure. Network Ops team swiftly resolved the hardware problem, restored connectivity, and ensured the successful submission of location data for the merchant ID."
"INC00425","Fee Configuration Permission Denial for New Sales Agent","An issue was detected where the fee configuration tool within the Sales UI was malfunctioning, leading to incorrect fee structures being applied to merchant accounts, impacting financial agreements.",2,2,"Software","IT Support","Assisted the Merchant in resetting their password and provided guidance on securely accessing the UI, allowing them to successfully e-sign the agreement."
"INC00049","Sales Agent unable to access fee configuration page","New Sales Agent reported inability to configure fees/services due to access denial, hindering merchant onboarding process; Sales Agent affected.",2,2,"Access","Network Ops","Conducted network diagnostics, discovered a bottleneck in the network infrastructure. Implemented QoS settings to prioritize data submission traffic and alleviate timeouts."
"INC00204","Fees/services configuration not reflecting for new location","Sales Agent reported that the Sales UI is not loading merchant data when trying to onboard a new merchant.",1,1,"Software","IT Support","Implemented a software patch to fix the calculation algorithm, ensuring accurate fee configurations for all new and existing merchant accounts in the system."
"INC00089","API endpoint returning 500 error for merchant creation","New Sales Agent reported inability to configure fees/services due to access denial, hindering merchant onboarding process; Sales Agent affected.",2,1,"Access","IT Support","Access permissions were reassigned to the Sales Agent's role after a review, allowing seamless fee configuration."
"INC00096","Hardware compatibility issue with fee calculation module","Sales Agent received a duplicate merchant ID error message when attempting to add a new location for an existing merchant ID. This prevented the agent from successfully completing the onboarding process.",2,2,"Software","IT Support","Frontend team identified a caching issue causing the equipment dropdown not to load. Cache was cleared, and Sales Agent can now select equipment for the new location."
"INC00003","Error in Equipment Configuration","After a merchant e-signs the agreement, their data is not transitioning to the PROCESSING stage as expected. This is causing delays in the onboarding process and preventing further actions.",3,2,"Software","Network Ops","A bug in the equipment selection module was identified and fixed by the development team. Sales Agent was instructed to reselect the equipment and verify successful saving."
"INC00389","PDF not loading for Merchant Agreement review","Sales Agent encountered an error while trying to onboard an additional location for an existing merchant ID. The system failed to save the new location details.",2,2,"Software","IT Support","The problem was resolved by performing a system cache refresh, ensuring that the equipment selection dropdown functioned properly and allowed Sales Agents to choose equipment efficiently."
"INC00283","Inability to configure services for additional location","Merchant reported being unable to e-sign the Merchant Agreement due to an access permission error in the UI, halting the onboarding process.",2,1,"Hardware","IT Support","Discovered a backend API communication issue preventing data transfer. Resolved the API connection problem, allowing merchant data to flow seamlessly to the Processing stage for further processing."
"INC00180","Unable to select specific POS terminal model","Intermittent occurrences of 500 internal server errors reported when making API calls for merchant onboarding, disrupting the data submission flow.",2,1,"Access","IT Support","The problem was resolved by performing a system cache refresh, ensuring that the equipment selection dropdown functioned properly and allowed Sales Agents to choose equipment efficiently."
"INC00034","Unable to add new equipment for merchant","Some merchants receive authentication errors when attempting to log in to the Customer UI to review and e-sign the Merchant Agreement, preventing access to the document.",3,1,"Software","IT Support","Resolved the issue by clearing the browser cache and refreshing the page, ensuring the PDF now loads correctly for the Merchant."
"INC00497","Equipment Configuration Freeze on Legacy Browser","Merchant facing difficulties in submitting the e-signed Merchant Agreement through the UI, hindering the onboarding process.",1,2,"Hardware","IT Support","Access permissions for the Sales Agent role were reviewed and corrected to ensure proper access to the fee configuration page, enabling seamless configuration of fees for merchant accounts."
"INC00127","Network timeout errors during merchant data submission","During the data upload process for a new merchant, the API endpoint consistently returns a 500 error, preventing sales agents from successfully onboarding the merchant.",3,2,"Software","IT Support","Investigated server-side PDF rendering issue and implemented a fix to ensure proper loading for all users."
"INC00217","Hardware failure on Sales Agent's device","An error in the system caused incorrect fees to be applied to a merchant's account, resulting in financial discrepancies and potential loss of trust.",2,1,"Hardware","Network Ops","Network logs were analyzed, and a bottleneck in the network infrastructure was identified. Network Ops team optimized the network configuration, resolving the connectivity issue for the Sales Agent."
"INC00122","Sales Agent unable to access onboarding portal for merchant ID","New Sales Agent reported inability to configure fees/services due to access denial, hindering merchant onboarding process; Sales Agent affected.",1,1,"Software","IT Support","The access issue was traced back to a permission setting error and was resolved by adjusting the agent's role permissions to grant access to the required module."
"INC00148","Error saving merchant data in Sales UI","While configuring equipment for a new merchant, Sales Agent experienced network timeouts leading to delays in selecting the required hardware, affecting the efficiency of onboarding processes.",2,1,"Software","IT Support","Investigated server-side PDF rendering issue and implemented a fix to ensure proper loading for all users."
"INC00135","Sales Agent unable to access fee configuration module","Upon opening the Merchant Agreement PDF in the Customer UI, the text appears garbled and unreadable for merchants.",2,2,"Software","IT Support","The access issue was traced back to a permission setting error and was resolved by adjusting the agent's role permissions to grant access to the required module."
"INC00043","Unable to add new location due to POS terminal malfunction","Merchant experiencing issues with loading the Merchant Agreement PDF for review and e-signing.",1,2,"Software","IT Support","Investigated API logs, identified a server-side issue causing data retrieval failures. Applied a patch to the API server to resolve the issue."
"INC00407","Payment terminal integration failure during merchant setup","Sales Agent reported that when configuring bundled services for a merchant, the system was incorrectly calculating the total fees, leading to discrepancies in the final pricing.",3,2,"Software","IT Support","The issue was identified as a data synchronization error and was resolved by refreshing the equipment database to populate the missing dropdown options for selection."
"INC00294","Equipment selection dropdown missing options","Sales Agent received a duplicate merchant ID error message when attempting to add a new location for an existing merchant ID. This prevented the agent from successfully completing the onboarding process.",2,2,"Software","Network Ops","Resolved the issue by clearing the browser cache and refreshing the page, ensuring the PDF now loads correctly for the Merchant."
"INC00247","Unable to select equipment for merchant","Sales Agent reported that the Sales UI is not loading merchant data when trying to onboard a new merchant.",1,2,"Access","IT Support","Identified a database inconsistency causing the false error message. Resolved the issue by correcting the location mapping in the database, allowing the Sales Agent to proceed with adding the new location."
"INC00477","Merchant data not transitioning to PROCESSING stage after e-signing","Intermittent network connectivity issues are disrupting the Merchant's ability to smoothly review the agreement on the Customer UI, causing delays and frustration.",2,1,"Software","Network Ops","Reset the merchant's login credentials and provided temporary access to review and e-sign the agreement. Investigated the root cause for further prevention."
"INC00225","Merchant Agreement PDF displaying garbled text","Sales Agent encounters an issue where equipment selection dropdown menu is unresponsive for a specific merchant profile.",2,2,"Software","IT Support","Identified a permission issue specific to the Sales Agent's account and provided the necessary access rights, allowing seamless equipment selection for merchant onboarding."
"INC00095","Hardware compatibility issue with fee calculation module","A Sales Agent reported being unable to access the merchant equipment selection options within the Sales UI, hindering the configuration of new merchant accounts.",2,3,"Software","IT Support","Reset the Sales Agent's access credentials for the onboarding portal associated with the affected merchant ID, allowing them to regain access and continue with the onboarding process without further interruptions."
"INC00300","Hardware compatibility issue with fee calculation module","Upon configuring fees and services for a new location linked to an existing merchant ID, the Sales Agent noticed that the settings were missing or not applied. This led to discrepancies in the merchant agreement.",2,1,"Hardware","IT Support","The database was checked for any existing duplicate merchant IDs. The system was updated to include a validation check to prevent the reoccurrence of duplicate IDs during onboarding."
"INC00033","Hardware malfunction affecting equipment selection for merchants","While submitting location data for a merchant ID, a sudden network outage occurred, interrupting the data transmission process. This outage impacted the Sales Agent's ability to finalize the onboarding for the merchant, causing delays and data loss.",1,2,"Network","IT Support","A backend synchronization issue was identified and resolved by initiating a manual sync process. Sales Agent confirmed that the fees and services configurations were now accurately displayed."
"INC00156","Inability to submit Merchant Agreement for e-signature","The dropdown menu for selecting equipment is not populating in the Sales UI, preventing Sales Agents from choosing the necessary devices for merchants.",2,2,"Access","IT Support","Conducted network diagnostics, discovered a bottleneck in the network infrastructure. Implemented QoS settings to prioritize data submission traffic and alleviate timeouts."
"INC00074","Equipment selection not saving for new merchant location","An error in the system caused incorrect fees to be applied to a merchant's account, resulting in financial discrepancies and potential loss of trust.",2,3,"Software","IT Support","The access issue was traced back to a permission setting error and was resolved by adjusting the agent's role permissions to grant access to the required module."
"INC00085","Merchant data not transferring to Processing stage","After logging in to the Customer UI, the Merchant is presented with a blank screen instead of the agreement for review, causing confusion and preventing progress in the onboarding process.",2,2,"Hardware","Network Ops","Identified a bug in the fee calculation algorithm. Patched the software, recalculated fees, and conducted thorough testing to ensure accurate calculations going forward."
"INC00066","Equipment selection not saved for new location","Sales Agent encountered a system glitch where high-volume merchant's selected equipment did not get saved, causing delays in processing; Merchant affected.",1,2,"Software","IT Support","Investigated the issue and found a misconfiguration in the equipment database linkage. Corrected the configuration, and now Sales Agents can see and select equipment options as intended."
"INC00293","Sales UI not loading for Sales Agent","Sales Agent received an 'Access Denied' error message when attempting to submit merchant data for a new location. This prevented the completion of the onboarding process and submission of vital information.",1,2,"Access","IT Support","Frontend team identified a caching issue causing the equipment dropdown not to load. Cache was cleared, and Sales Agent can now select equipment for the new location."
"INC00451","Unable to select specific POS terminal model","Merchant facing difficulties in submitting the e-signed Merchant Agreement through the UI, hindering the onboarding process.",3,2,"Hardware","IT Support","A backend synchronization issue was identified and resolved by initiating a manual sync process. Sales Agent confirmed that the fees and services configurations were now accurately displayed."
"INC00440","Sales Agent unable to access fee configuration module","Merchants are unable to view the PDF Merchant Agreement after logging in to the Customer UI.",1,3,"Access","IT Support","Identified a backend validation issue causing the error. Implemented a fix to ensure accurate data saving for Sales Agents. Merchant data can now be saved without any errors."
"INC00380","Equipment selection dropdown missing options","Sales Agent faced intermittent network disconnections during equipment selection, causing data loss and frustration; Sales Agent affected.",2,3,"Software","IT Support","Access permissions for the Sales Agent role were reviewed and corrected to ensure proper access to the fee configuration page, enabling seamless configuration of fees for merchant accounts."
"INC00348","API endpoint returning 500 error for merchant data upload","Upon configuring fees and services for a new location linked to an existing merchant ID, the Sales Agent noticed that the settings were missing or not applied. This led to discrepancies in the merchant agreement.",2,2,"Hardware","IT Support","The issue was resolved by identifying a bug in the API code that was causing the error. A patch was applied to fix the issue, restoring functionality for merchant creation."
"INC00165","Unable to add new location for merchant ID 12345","Merchants are unable to view the PDF Merchant Agreement after logging in to the Customer UI.",1,3,"Access","Network Ops","The problem was resolved by updating the fee calculation module to include checks for hardware compatibility. Sales Agents were then able to accurately calculate fees for merchants without encountering compatibility issues."
"INC00240","Sales Agent unable to access merchant equipment options","After a merchant e-signs the agreement, their data is not transitioning to the PROCESSING stage as expected. This is causing delays in the onboarding process and preventing further actions.",2,1,"Software","IT Support","Network engineers investigated and found a bottleneck in the network configuration. After optimizing the network settings, merchants were able to successfully retrieve the agreement PDF without timeouts."
"INC00363","Unable to select equipment for merchant","Sales Agent encountered an error while configuring POS terminals for a merchant, leading to incorrect settings. Merchant transactions are impacted.",3,1,"Network","Network Ops","The issue was identified as a data synchronization error and was resolved by refreshing the equipment database to populate the missing dropdown options for selection."
"INC00076","Sales UI not loading for Sales Agent","A software bug in the fee calculation module is causing incorrect fees to be applied to merchant accounts by Sales Agents. Several merchants have been overcharged.",1,2,"Network","IT Support","Database records for the merchant were manually checked and the issue was identified as a synchronization problem. The synchronization process was restarted to resolve the issue."
"INC00191","Login credentials not working for merchant","Sales Agent faced intermittent network disconnections during equipment selection, causing data loss and frustration; Sales Agent affected.",2,1,"Software","IT Support","Replaced the malfunctioning POS terminal with a new one, allowing the Sales Agent to successfully add the new location for the merchant."
"INC00083","Hardware compatibility issue with fee calculation module","While configuring equipment for a new merchant, Sales Agent experienced network timeouts leading to delays in selecting the required hardware, affecting the efficiency of onboarding processes.",3,1,"Hardware","IT Support","Reset the Sales Agent's access credentials for the onboarding portal associated with the affected merchant ID, allowing them to regain access and continue with the onboarding process without further interruptions."
"INC00026","Merchant data not saving in Sales UI","Merchant unable to locate the e-signature field within the Merchant Agreement PDF for completing the onboarding process.",2,1,"Software","IT Support","Performed a system restart to refresh the UI components, restoring responsiveness for the merchant to successfully e-sign the agreement."
"INC00128","Merchant unable to e-sign agreement","After configuring fees and services for a new merchant location, Sales Agent noticed that the changes were not reflecting in the system. This discrepancy caused delays in finalizing the onboarding process.",2,1,"Software","IT Support","Resolved by restarting the server hosting the Sales UI, ensuring all Sales Agents could resume onboarding without further issues."
"INC00042","Touchscreen malfunction on Merchant's device for e-signing","Sales Agent reported that when configuring bundled services for a merchant, the system was incorrectly calculating the total fees, leading to discrepancies in the final pricing.",1,2,"Software","IT Support","A backend synchronization issue was identified and resolved by initiating a manual sync process. Sales Agent confirmed that the fees and services configurations were now accurately displayed."
"INC00354","Equipment selection dropdown missing options","Merchant reported being unable to e-sign the Merchant Agreement due to an access permission error in the UI, halting the onboarding process.",1,3,"Software","IT Support","User permissions for the Sales Agent were reviewed and updated to ensure proper access to merchant data. The system cache was cleared to reflect the correct merchant ID for the new location."
"INC00443","Hardware compatibility issue with fee configuration tool","A Sales Agent reported being unable to access the merchant equipment selection options within the Sales UI, hindering the configuration of new merchant accounts.",1,2,"Access","IT Support","Identified a backend validation issue causing the error. Implemented a fix to ensure accurate data saving for Sales Agents. Merchant data can now be saved without any errors."
"INC00273","Error in Equipment Configuration","After configuring fees and services for a new merchant location, Sales Agent noticed that the changes were not reflecting in the system. This discrepancy caused delays in finalizing the onboarding process.",1,2,"Software","Network Ops","Identified a permission issue specific to the Sales Agent's account and provided the necessary access rights, allowing seamless equipment selection for merchant onboarding."
"INC00170","Sales Agent unable to access merchant equipment options","Sales Agent encountered an issue where merchant data input was not saving correctly in the Sales UI, leading to incomplete merchant profiles and delays in onboarding.",2,2,"Software","IT Support","Discovered a backend API communication issue preventing data transfer. Resolved the API connection problem, allowing merchant data to flow seamlessly to the Processing stage for further processing."
"INC00006","Network outage during location data submission for merchant ID","While trying to onboard an additional location for an existing merchant ID, the Sales Agent encountered a hardware issue with the POS terminal, preventing the configuration process. This affected the Sales Agent's ability to complete the onboarding for the merchant.",2,1,"Software","IT Support","The access permission error was rectified by adjusting the file upload permissions for merchants, allowing them to successfully upload and e-sign the Merchant Agreement PDF. Merchants could then proceed to the processing stage as intended."
"INC00266","Access permission error for e-signing Merchant Agreement","Merchants encountering access permissions error when trying to view the Merchant Agreement PDF for e-signing, causing delays in agreement completion.",2,2,"Access","IT Support","Developers identified a software bug that was blocking the transition to the PROCESSING stage. A code fix was implemented and deployed to ensure that merchant data progresses correctly after e-signing the agreement."
"INC00213","Fees/services configuration not reflecting in final agreement","Sales Agent using a legacy browser experienced a freeze while configuring equipment, leading to incomplete data entry; Sales Agent affected.",1,3,"Hardware","IT Support","Identified compatible equipment options meeting merchant specifications. Replaced incompatible equipment to restore seamless connectivity for the merchant."
"INC00084","Equipment Selection Error for High-Volume Merchant","Sales Agent encountered an error when trying to add a new POS system for a high-volume merchant, leading to delays in onboarding process.",1,2,"Network","IT Support","The network timeout issue was addressed by optimizing network settings and increasing timeout thresholds, allowing Sales Agents to successfully complete the equipment selection process without further interruptions."
"INC00313","Intermittent latency spikes affecting API response times","Sales Agent received an 'Access Denied' error message when attempting to submit merchant data for a new location. This prevented the completion of the onboarding process and submission of vital information.",2,3,"Network","Network Ops","Access permissions for the Sales Agent role were reviewed and corrected to ensure proper access to the fee configuration page, enabling seamless configuration of fees for merchant accounts."
"INC00145","Merchant unable to e-sign Agreement due to session timeout","Some merchants receive authentication errors when attempting to log in to the Customer UI to review and e-sign the Merchant Agreement, preventing access to the document.",2,2,"Network","Network Ops","Resolved by clearing the browser cache and reloading the Customer UI. PDF now loads successfully."
"INC00062","Error message 'Invalid Signature' when attempting to e-sign Agreement","Sales Agent received a duplicate merchant ID error message when attempting to add a new location for an existing merchant ID. This prevented the agent from successfully completing the onboarding process.",2,2,"Software","IT Support","Performed troubleshooting on the scanner, identified a hardware fault, and replaced the malfunctioning component. Subsequently, the Sales Agent was able to scan and upload the required documents without further impediments."
"INC00080","Unable to add new location for merchant ID 12345","Sales Agent encountered a hardware compatibility issue while configuring fees for a merchant, leading to incorrect fee settings.",2,3,"Access","IT Support","Reconfigured POS terminals with the correct settings based on merchant requirements, ensuring transactions are processed accurately."
"INC00468","Fee Configuration Permission Denial for New Sales Agent","Sales Agent reported that when configuring bundled services for a merchant, the system was incorrectly calculating the total fees, leading to discrepancies in the final pricing.",3,3,"Network","IT Support","A backend synchronization issue was identified and resolved by initiating a manual sync process. Sales Agent confirmed that the fees and services configurations were now accurately displayed."
"INC00393","Hardware compatibility issue with fee calculation module","Sales Agent encountered an issue where merchant data input was not saving correctly in the Sales UI, leading to incomplete merchant profiles and delays in onboarding.",1,1,"Network","IT Support","Reset authentication tokens for affected merchants. Conducted a thorough review of the authentication system to ensure proper functionality and prevent future login issues."
"INC00395","Intermittent network connectivity affecting agreement review","Sales Agent reported that when configuring bundled services for a merchant, the system was incorrectly calculating the total fees, leading to discrepancies in the final pricing.",1,2,"Access","IT Support","A bug in the equipment selection module was identified and fixed by the development team. Sales Agent was instructed to reselect the equipment and verify successful saving."
"INC00114","Error message 'Location already exists' when adding new location","Merchants are experiencing network timeouts when trying to retrieve and e-sign the Merchant Agreement PDF. This is causing delays in the onboarding process as merchants are unable to proceed.",1,3,"Software","IT Support","Network Ops team investigated and found a faulty network switch. Replaced the switch, stabilized the connection, and recovered lost data."
"INC00067","Hardware malfunction affecting equipment selection for merchants","When a merchant attempts to e-sign the agreement in the Customer UI, the interface becomes unresponsive, preventing completion of the signing process.",2,1,"Network","IT Support","Identified a permission misconfiguration restricting the submission button and granted the necessary access rights to enable Sales Agents to proceed with e-signature submission."
"INC00036","Access permission error for e-signing Merchant Agreement","During the onboarding process for an additional location, the Sales Agent received an error message stating 'Location already exists' even though it's a new location being added. This issue caused confusion and delays in completing the merchant setup.",2,2,"Software","IT Support","Backend developers investigated the issue and resolved the database conflict causing the duplication error. Sales Agent successfully continued with setting up the new location."
"INC00289","PDF agreement not loading for Merchant","Upon configuring fees and services for a new location linked to an existing merchant ID, the Sales Agent noticed that the settings were missing or not applied. This led to discrepancies in the merchant agreement.",1,1,"Software","IT Support","Provided Sales Agent with a list of supported hardware for the fee configuration tool and assisted in setting up a compatible device, resolving the issue."
"INC00420","Error saving merchant data in Sales UI","After a merchant e-signs the agreement, their data is not transitioning to the PROCESSING stage as expected. This is causing delays in the onboarding process and preventing further actions.",2,3,"Hardware","IT Support","A bug in the equipment selection module was identified and fixed by the development team. The Sales Agent was able to reselect equipment for the new location successfully."
"INC00181","PDF not loading for merchant agreement review","When trying to select equipment for a newly added location, the dropdown menu is not populating with the available options, hindering the configuration process.",1,2,"Hardware","IT Support","Reset the Sales Agent's access credentials for the onboarding portal associated with the affected merchant ID, allowing them to regain access and continue with the onboarding process without further interruptions."
"INC00416","Intermittent connection issues while configuring services","Merchants are unable to view the PDF Merchant Agreement after logging in to the Customer UI.",2,1,"Software","IT Support","The problem was resolved by updating the fee calculation module to include checks for hardware compatibility. Sales Agents were then able to accurately calculate fees for merchants without encountering compatibility issues."
"INC00449","Incorrect fees applied for services","Intermittent latency spikes were observed, causing delays in API responses during merchant data input by Sales Agents. This variability in response times impacted the overall speed of onboarding operations.",2,1,"Software","IT Support","User permissions for the Sales Agent were reviewed and updated to ensure proper access to merchant data. The system cache was cleared to reflect the correct merchant ID for the new location."
"INC00364","Intermittent data loss in merchant review stage","Sales Agent encountered an error while trying to onboard an additional location for an existing merchant ID. The system failed to save the new location details.",2,2,"Network","IT Support","Network Ops team investigated and found a faulty network switch. Replaced the switch, stabilized the connection, and recovered lost data."
"INC00340","Inability to scan documents due to scanner malfunction","Merchants intermittently experienced data loss while reviewing the merchant agreement, leading to frustration and delays in the onboarding process.",3,2,"Software","Network Ops","Access permissions for the Sales Agent role were reviewed and corrected to ensure proper access to the fee configuration page, enabling seamless configuration of fees for merchant accounts."
"INC00133","Login credentials not working for merchant","An issue arose where fees were calculated inaccurately for a specific equipment bundle, leading to potential financial discrepancies; Sales Agent and Merchant affected.",3,2,"Software","IT Support","Identified a bug in the fee calculation algorithm. Patched the software, recalculated fees, and conducted thorough testing to ensure accurate calculations going forward."
"INC00387","Fee configuration not saving for new merchant","Sales Agent reported inability to load Sales UI when onboarding a new merchant, impacting multiple ongoing merchant registrations.",2,2,"Network","IT Support","Collaborated with the hardware vendor to troubleshoot the integration problem, resulting in successful configuration of the payment terminal for seamless merchant transactions."
